,security_name,industry_sector,id_isin,crncy,3mo_put_imp_vol
UAA US Equity,Under Armour Inc,"Consumer, Cyclical",US9043111072,USD,35.732880157265726
MO US Equity,Altria Group Inc,"Consumer, Non-cyclical",US02209S1033,USD,16.455578941426865
V US Equity,Visa Inc,Financial,US92826C8394,USD,19.078868167154223
DIS US Equity,Walt Disney Co/The,Communications,US2546871060,USD,26.78328149434809
HAL US Equity,Halliburton Co,Energy,US4062161017,USD,26.659916377390303
VRT US Equity,Vertiv Holdings Co,Industrial,US92537N1081,USD,65.15567898879819
MRVL US Equity,Marvell Technology Inc,Technology,US5738741041,USD,45.449729634933306
CVS US Equity,CVS Health Corp,"Consumer, Non-cyclical",US1266501006,USD,29.939370362736856
LUV US Equity,Southwest Airlines Co,"Consumer, Cyclical",US8447411088,USD,37.25771421586113
SBUX US Equity,Starbucks Corp,"Consumer, Cyclical",US8552441094,USD,30.95928860402031
MRK US Equity,Merck & Co Inc,"Consumer, Non-cyclical",US58933Y1055,USD,19.73543147354797
FCX US Equity,Freeport-McMoRan Inc,Basic Materials,US35671D8570,USD,35.67165966811923
QCOM US Equity,QUALCOMM Inc,Technology,US7475251036,USD,37.98172165219082
KO US Equity,Coca-Cola Co/The,"Consumer, Non-cyclical",US1912161007,USD,14.33854356556436
META US Equity,Meta Platforms Inc,Communications,US30303M1027,USD,39.29535282502469
ORCL US Equity,Oracle Corp,Technology,US68389X1054,USD,27.849829613153055
C US Equity,Citigroup Inc,Financial,US1729674242,USD,23.842786515701757
SLB US Equity,Schlumberger NV,Energy,AN8068571086,USD,28.267156039325496
ARM US Equity,ARM Holdings PLC,Technology,US0420682058,USD,67.2122495460605
RUN US Equity,Sunrun Inc,Energy,US86771W1053,USD,81.51383698491483
NEE US Equity,NextEra Energy Inc,Utilities,US65339F1012,USD,26.31417800430949
PYPL US Equity,PayPal Holdings Inc,"Consumer, Non-cyclical",US70450Y1038,USD,35.35831843297742
WMT US Equity,Walmart Inc,"Consumer, Cyclical",US9311421039,USD,18.28668429879685
UBER US Equity,Uber Technologies Inc,Communications,US90353T1007,USD,39.71535481845881
GM US Equity,General Motors Co,"Consumer, Cyclical",US37045V1008,USD,27.679762461081392
LYFT US Equity,Lyft Inc,Communications,US55087P1049,USD,62.50141509382785
DELL US Equity,Dell Technologies Inc,Technology,US24703L2025,USD,50.47577565593298
BMY US Equity,Bristol-Myers Squibb Co,"Consumer, Non-cyclical",US1101221083,USD,29.8452217983175
XOM US Equity,Exxon Mobil Corp,Energy,US30231G1022,USD,19.914624096471346
GOOG US Equity,Alphabet Inc,Communications,US02079K1079,USD,27.396025438724003
SNAP US Equity,Snap Inc,Communications,US83304A1060,USD,65.24048209936683
MSFT US Equity,Microsoft Corp,Technology,US5949181045,USD,22.870280208204623
CHWY US Equity,Chewy Inc,Communications,US16679L1098,USD,71.41905596944646
WFC US Equity,Wells Fargo & Co,Financial,US9497461015,USD,22.785002549609942
NKE US Equity,NIKE Inc,"Consumer, Cyclical",US6541061031,USD,30.445947601835865
GOLD US Equity,Barrick Gold Corp,Basic Materials,CA0679011084,USD,31.472802915554098
CMG US Equity,Chipotle Mexican Grill Inc,"Consumer, Cyclical",US1696561059,USD,36.01619310282343
GOOGL US Equity,Alphabet Inc,Communications,US02079K3059,USD,27.72914345952432
WBA US Equity,Walgreens Boots Alliance Inc,"Consumer, Cyclical",US9314271084,USD,49.122471220217385
MU US Equity,Micron Technology Inc,Technology,US5951121038,USD,46.9165765500314
PFE US Equity,Pfizer Inc,"Consumer, Non-cyclical",US7170811035,USD,23.55160132447855
SOFI US Equity,SoFi Technologies Inc,Financial,US83406F1021,USD,58.29232965928769
CCL US Equity,Carnival Corp,"Consumer, Cyclical",PA1436583006,USD,40.13378894212665
T US Equity,AT&T Inc,Communications,US00206R1023,USD,20.61431490794631
BAC US Equity,Bank of America Corp,Financial,US0605051046,USD,21.66233569784112
INTC US Equity,Intel Corp,Technology,US4581401001,USD,39.879838119809264
AMZN US Equity,Amazon.com Inc,Communications,US0231351067,USD,32.35390730212295
AMD US Equity,Advanced Micro Devices Inc,Technology,US0079031078,USD,47.52925906500647
AAPL US Equity,Apple Inc,Technology,US0378331005,USD,23.37501376635789
TSLA US Equity,Tesla Inc,"Consumer, Cyclical",US88160R1014,USD,55.12896041807046
NVDA US Equity,NVIDIA Corp,Technology,US67066G1040,USD,53.704076974148364
